,Ratings,Full_review
7393,5,Those who are looking decent smartphone ..classy then go.for moto G30 .value for money and performance is good..it won't disappoint you.
7394,5,Nice one... Google assistant key is available..
7395,4,Good performance
7396,4,"Go for it _________  Moto g 30 is for reguler daily usage,it's neither a heavy performence gaming set ,nor it has superb camera,sound average,battery lasts one day easily.stock android is smooth ,nice build quality (using dark pearl varient) overall it's a good phone,any reguler task thrown it performs easily.giving this review after 20 days normal usage."
7397,1,"Camera quality is okay but pics/vids occupy more space than expected as per the quality of photos.It provides no gallery of its own that's very annoying.Overall phone is less customisable. 64GB for 11k is really expensive, out of which only 48Gb is usable, it isn't Value for Money tbh."
7398,5,Very beautiful phon & good camera I like it
7399,5,Motorola is my all-time favourite Mobile brand. So the name is enough for me. This two photos captured with my Motorola one fusion+.
7400,5,Best phone in best price
7401,5,This phone is absolutely doing fine. Value for money.
7402,5,It's camera is decent... long-lasting battery.... Overall the phone is very good in this price....you can go for it...
7403,2,1. Takes a lot of time to charge 2. in google pay app QR code scanner not working 3. Game App automatic stopped within 30-40 sec. 4. Battery charging drain fast
7404,4,if anyone have low budget then go with Motorola G30 best phone in low price and camera quality is average not too good
7405,5,Good
7406,4,Good product for simple users
7407,4,Nice mobile
7408,1,Not looks as similar as picture. Very poor camera performance. Getting hang also. Night vision 64MP camera is fake n not working. Waste of money
7409,5,Super fast delivery and excellent job by delivery boy
7410,4,Good
7411,4,Nice phone
7412,5,Sooo happy..Thanku sooooo much flipcart
7413,5,Nice phone
7414,5,camera cwolitiy best
7415,5,Good phone with great performance
7416,5,Might be good but motorola can optimise their software...
7417,4,Good phone for this price
7418,4,"Performance is good. Battery lasts for 30hrs for an average usage on 4g. Camera quality is average , you need to edit settings for better picture. In colour shots is working. Almost using 100+ apps on it . Touch & screen quality is best. Hybrid sim slots but am using two sims instead of MMC card. Finger print sensor is a quick. Face unlock is a bit slow. Have played games without a lag ...I have ordered dark pearl 64 gb ."
7419,4,Awesome phone.. Thanks Flipkart
7420,4,"Overall great phone. But, even the Dark Pearl color is a lot light shade. It looks more like silver under bright light."
7421,5,Fantastic phone with amazing features at reasonable price
7422,4,Good for the price. Stock android experience Camera 2/5
7423,1,Was expecting a better product considering Motorola as a brand ..  Camera is worse ... Video playing experience is bad too.  20 watt charging takes 2.5 to 3 hrs to full
7424,1,"Until now I used Moto G (Firsts Generation) for almost 7 years now and it still works like a charm.. but to upgrade I bought this new Moto G30 thinking it is going to be far better than its predecessors, but it's the worst phone ever by motorola. It has a 64MP AI quad camera which captures the worst quality pictures and it is literally slower in performance and hangs quite a lot. It overheats quickly and even though it has a 5000MAh battery it doesn't last that long. I'm very very disappointe..."
7425,5,Good Delivery Service.
7426,5,I just love everything about this phone Every thing on it it's super....!!
7427,5,Good mobile.
7428,5,"I am editing this review after 6months of usage.  At the first everything worked perfectly, but now I am facing slight lagging in camera.When I opened camera it is taking ~30 seconds to open & sometimes I have to click 4-5 times to capture photos. But quality of the photos is really good( find attached the photos)  And front camera wont have zoom option.  Apart from this everything works perfectly."
7429,1,"Hybrid slot, not good compare to other phones. Camera also not good. Hanging problem"
7430,5,Very best quality
7431,1,The camera is bad. It's tooo bad that I will never buy a motorola mobile again.
7432,1,"Very Weak, a simple fall from 1feet broke the screen and became unusable. Other cons about this useless phone is - it feels heavy. Charging is very slow(even 33w) and dis-charing is very very fast. Please don't waste your money on this stupid phone. Only good thing about the phone is its camera and stock android. And since moto is the only phone with stock android, had to purchase."
7433,5,This phone is very good
7434,1,Very bad battery backup... Hang problem...
7435,3,Over-all nice performance with stock android. SATISFIED 🤗
7436,4,Best quality products
7437,5,"Does the job.  Pros: Battery. Large display. Android version.  Cons: Llittle lag while using multiple apps at a time. Camera is not up to the mark but fine for this price. Display is not HD+, for this price they can at least provide HD+ display.  Final verdict: Good mobile packed with everything for a reasonable price."
7438,5,very nice product
7439,4,"Phones overall performance is good at this price segment, but their camera performance in like 24 mega pixel .."
7440,1,Not good this phone battery is not good
7441,5,Good one
7442,5,Good product good camera
7443,5,I got the genuine product
7444,4,Required 128+6 gb option. Expected some upgrade processor.
7445,5,"It's a good phone, good camera, would recommend"
7446,5,Good.. nice product..
7447,5,Need to improve
7448,4,Super mobile for low cost budget
7449,5,"Just awesome, loved this model. Build quality, camera performance everything seems too good."
7450,3,It is good for value
7451,5,Best product by moto and flipkart too thank you this review og moto g30 is after 6 month
7452,4,The phone doesn't Capture signal well.... Rest is good
7453,3,Decent phone..good camera...sound quality good...processing is a bit slow..rest everything is ok..
